순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1546,006890,태경케미컬,"6,490","180","2.8","160,782","1,033,642,300","6,360","6,510","6,210","75,284,000,000","0.00","11,600,000",,,
1547,019010,베뉴지,"1,560","90","6.1","314,590","486,313,460","1,495","1,580","1,495","75,192,000,000","0.00","48,200,000",,,
1548,111110,호전실업,"9,380","-10","-0.1","6,793","63,527,630","9,400","9,440","9,320","75,040,000,000","0.00","8,000,000",,,
1549,024120,KB오토시스,"6,520","-30","-0.5","15,152","98,635,870","6,550","6,570","6,470","74,980,000,000","0.00","11,500,000",,,
1550,033830,티비씨,"748","-2","-0.3","191,538","143,177,587","748","753","745","74,800,000,000","0.00","100,000,000",,,
1551,272110,케이엔제이,"11,850","-200","-1.7","47,804","570,908,300","11,900","12,200","11,850","74,719,369,200","0.00","6,305,432",,,
1552,002200,한국수출포장,"18,650","0","0.0","7,031","130,114,700","18,600","18,850","18,350","74,600,000,000","0.00","4,000,000",,,
1553,009780,엠에스씨,"4,235","-35","-0.8","13,910","59,192,070","4,255","4,315","4,235","74,536,000,000","0.00","17,600,000",,,
1554,041520,이라이콤,"6,100","-110","-1.8","69,517","427,055,610","6,160","6,290","6,090","74,351,253,000","0.00","12,188,730",,,
1555,004780,대륙제관,"4,675","-45","-1.0","80,164","376,183,680","4,790","4,790","4,660","74,347,455,325","0.00","15,903,199",,,
1556,126600,코프라,"3,520","-30","-0.8","202,743","715,614,555","3,530","3,585","3,485","74,327,031,680","0.00","21,115,634",,,
1557,900100,뉴프라이드,"717","0","0.0","0","0","0","0","0","74,162,628,276","0.00","103,434,628",,,
1558,018700,바른손,"2,515","-65","-2.5","796,029","2,018,229,340","2,555","2,640","2,505","74,120,789,805","0.00","29,471,487",,,
1559,004910,조광페인트,"5,790","30","0.5","8,961","51,607,230","5,770","5,850","5,730","74,112,000,000","0.00","12,800,000",,,
1560,064520,바른전자,"1,005","0","0.0","0","0","0","0","0","74,054,909,385","0.00","73,686,477",,,
1561,003610,방림,"1,750","20","1.2","37,026","64,523,745","1,715","1,755","1,715","74,049,657,500","0.00","42,314,090",,,
1562,032790,엠젠플러스,"4,075","0","0.0","0","0","0","0","0","73,910,797,425","0.00","18,137,619",,,
1563,063170,서울옥션,"4,365","110","2.6","122,143","533,921,070","4,270","4,435","4,270","73,844,887,500","0.00","16,917,500",,,
1564,208860,엔지스테크널러지,"7,350","300","4.3","989,110","7,355,215,240","7,300","7,700","7,150","73,842,245,400","0.00","10,046,564",,,
1565,126870,뉴로스,"3,140","-30","-1.0","835,470","2,630,362,280","3,200","3,220","3,100","73,840,252,560","0.00","23,516,004",,,
1566,267790,배럴,"9,350","-130","-1.4","47,003","441,552,810","9,480","9,520","9,350","73,729,425,000","0.00","7,885,500",,,
1567,219130,타이거일렉,"11,650","250","2.2","34,302","391,529,650","11,250","11,800","10,850","73,561,478,500","0.00","6,314,290",,,
1568,131090,시큐브,"1,835","-15","-0.8","481,638","885,855,130","1,850","1,865","1,820","73,400,000,000","0.00","40,000,000",,,
1569,000300,대유플러스,"648","4","0.6","330,058","212,212,796","641","648","637","73,382,045,256","0.00","113,243,897",,,
1570,001380,SG충방,"1,630","20","1.2","2,374,769","3,945,507,575","1,610","1,725","1,575","73,291,553,090","0.00","44,964,143",,,
1571,024890,대원화성,"1,775","5","0.3","46,091","81,696,280","1,780","1,785","1,755","73,217,244,800","0.00","41,249,152",,,
1572,217820,엔에스,"7,470","-50","-0.7","79,982","593,049,780","7,500","7,500","7,360","73,206,000,000","0.00","9,800,000",,,
1573,000590,CS홀딩스,"63,200","600","1.0","4,774","300,284,600","62,800","64,000","61,800","72,963,262,400","0.00","1,154,482",,,
1574,000105,유한양행우,"61,700","3,400","5.8","69,677","4,189,989,200","57,800","62,000","57,400","72,863,998,000","0.00","1,180,940",,,
1575,058860,KTis,"2,090","25","1.2","111,503","229,982,255","2,050","2,090","2,045","72,736,180,000","0.00","34,802,000",,,
1576,018620,우진비앤지,"2,740","-20","-0.7","964,331","2,604,957,595","2,765","2,790","2,670","72,659,407,680","0.00","26,518,032",,,
1577,014440,영보화학,"3,630","405","12.6","10,961,235","42,908,522,075","3,305","4,190","3,300","72,600,000,000","0.00","20,000,000",,,
1578,086670,비엠티,"8,910","-70","-0.8","63,640","565,486,780","8,990","8,990","8,790","72,585,573,390","0.00","8,146,529",,,
1579,016100,리더스코스메틱,"3,990","-80","-2.0","83,064","329,957,270","4,060","4,060","3,945","72,567,781,860","0.00","18,187,414",,,
1580,123410,코리아에프티,"2,605","-45","-1.7","178,930","468,284,350","2,665","2,665","2,600","72,525,971,720","0.00","27,841,064",,,
1581,900340,윙입푸드,"1,510","-5","-0.3","300,611","454,321,120","1,525","1,530","1,500","72,439,876,280","0.00","47,973,428",,,
1582,170030,현대공업,"4,720","-55","-1.2","259,616","1,233,105,225","4,775","4,850","4,710","72,404,800,000","0.00","15,340,000",,,
1583,208140,정다운,"3,525","-160","-4.3","3,004,072","10,615,371,155","3,620","3,635","3,450","72,367,629,600","0.00","20,529,824",,,
1584,032680,소프트센,"2,155","-30","-1.4","285,721","617,453,690","2,160","2,185","2,140","72,355,851,155","0.00","33,575,801",,,
1585,030790,비케이탑스,"6,080","-310","-4.8","253,300","1,547,337,400","6,390","6,390","6,030","72,333,601,920","0.00","11,896,974",,,
1586,222980,한국맥널티,"7,020","-180","-2.5","289,710","2,037,380,340","7,200","7,250","6,930","72,312,156,540","0.00","10,300,877",,,
1587,002880,대유에이텍,"676","-6","-0.9","143,392","97,538,655","682","685","673","72,275,207,212","0.00","106,915,987",,,
1588,047920,메디포럼제약,"5,140","70","1.4","159,576","812,335,030","5,090","5,160","5,010","72,180,362,080","0.00","14,042,872",,,
1589,142210,유니트론텍,"6,090","-60","-1.0","119,959","729,551,020","6,130","6,160","6,030","72,176,432,790","0.00","11,851,631",,,
1590,220180,핸디소프트,"3,720","270","7.8","704,609","2,647,816,795","3,420","4,075","3,420","72,168,000,000","0.00","19,400,000",,,
1591,286750,나노브릭,"15,750","500","3.3","87,375","1,381,577,600","15,150","16,150","15,150","71,821,622,250","0.00","4,560,103",,,
1592,106190,하이텍팜,"10,100","-100","-1.0","19,720","199,762,600","10,200","10,250","10,100","71,596,698,200","0.00","7,088,782",,,
1593,215790,이노인스트루먼트,"1,775","5","0.3","510,149","897,191,375","1,780","1,790","1,735","71,502,589,475","0.00","40,283,149",,,
1594,027830,대성창투,"1,785","-5","-0.3","761,892","1,379,641,065","1,775","1,900","1,765","71,400,000,000","0.00","40,000,000",,,
1595,011690,유양디앤유,"1,220","0","0.0","0","0","0","0","0","71,362,925,220","0.00","58,494,201",,,
1596,025550,한국선재,"2,905","10","0.4","240,458","703,504,560","2,900","2,965","2,860","71,237,147,870","0.00","24,522,254",,,
1597,054090,삼진엘앤디,"2,850","-130","-4.4","1,857,470","5,322,931,625","2,945","2,945","2,820","71,133,811,200","0.00","24,959,232",,,
1598,005860,한일사료,"1,805","-15","-0.8","622,413","1,135,292,670","1,815","1,850","1,805","71,123,651,425","0.00","39,403,685",,,
1599,002070,남영비비안,"1,035","-35","-3.3","2,272,822","2,348,836,020","1,055","1,060","1,025","71,083,230,750","0.00","68,679,450",,,
1600,006140,피제이전자,"4,735","-10","-0.2","7,643","36,221,300","4,815","4,815","4,685","71,025,000,000","0.00","15,000,000",,,
1601,046120,오르비텍,"2,985","85","2.9","566,856","1,669,311,700","2,915","3,015","2,860","71,014,860,405","0.00","23,790,573",,,
1602,025440,대성엘텍,"710","-4","-0.6","625,845","448,262,289","722","728","702","70,759,553,530","0.00","99,661,343",,,
1603,006805,미래에셋대우우,"5,020","60","1.2","138,229","696,416,205","5,000","5,130","4,975","70,660,265,000","0.00","14,075,750",,,
1604,047080,한빛소프트,"2,850","15","0.5","68,176","192,675,115","2,835","2,890","2,790","70,622,532,600","0.00","24,779,836",,,
1605,033250,체시스,"2,940","140","5.0","2,095,091","5,964,689,085","2,800","2,980","2,725","70,560,000,000","0.00","24,000,000",,,
1606,066900,디에이피,"3,100","-15","-0.5","142,139","435,663,925","3,145","3,145","3,010","70,507,959,300","0.00","22,744,503",,,
1607,006340,대원전선,"1,035","5","0.5","346,713","357,290,550","1,025","1,040","1,025","70,490,921,985","0.00","68,107,171",,,
1608,104200,NHN벅스,"4,750","-5","-0.1","19,883","94,833,545","4,725","4,820","4,710","70,430,862,500","0.00","14,827,550",,,
1609,097800,윈팩,"1,870","10","0.5","2,746,993","5,167,072,445","1,885","1,915","1,850","70,256,051,470","0.00","37,570,081",,,
1610,009070,KCTC,"2,340","0","0.0","107,210","251,293,525","2,335","2,375","2,315","70,200,000,000","0.00","30,000,000",,,
1611,150840,인트로메딕,"2,600","140","5.7","2,131,478","5,412,116,445","2,440","2,630","2,435","70,189,090,400","0.00","26,995,804",,,
1612,241840,에이스토리,"7,530","-150","-2.0","120,128","909,770,610","7,680","7,700","7,530","70,166,347,200","0.00","9,318,240",,,
1613,036710,심텍홀딩스,"1,835","-15","-0.8","131,942","243,121,290","1,825","1,860","1,825","70,151,288,475","0.00","38,229,585",,,
1614,000500,가온전선,"16,850","150","0.9","6,015","101,535,450","16,700","17,000","16,700","70,101,846,950","0.00","4,160,347",,,
1615,094850,참좋은여행,"5,000","-20","-0.4","58,106","290,894,665","5,030","5,050","4,980","70,000,000,000","0.00","14,000,000",,,
1616,057880,필로시스헬스케어,"1,305","-40","-3.0","3,111,241","4,021,705,705","1,340","1,340","1,270","69,720,239,655","0.00","53,425,471",,,
1617,076610,해성옵틱스,"2,220","5","0.2","403,942","894,594,670","2,215","2,260","2,190","69,464,616,960","0.00","31,290,368",,,
1618,014710,사조씨푸드,"4,030","10","0.2","59,259","238,725,150","4,020","4,050","3,990","69,390,728,290","0.00","17,218,543",,,
1619,011090,에넥스,"1,155","-15","-1.3","862,993","1,001,353,210","1,170","1,185","1,140","69,290,345,355","0.00","59,991,641",,,
1620,147760,마이크로프랜드,"6,380","-80","-1.2","413,856","2,631,264,890","6,420","6,500","6,230","69,030,745,080","0.00","10,819,866",,,
1621,089150,케이씨티,"4,025","5","0.1","967,427","3,887,053,215","4,020","4,095","3,935","69,028,750,000","0.00","17,150,000",,,
1622,088390,이녹스,"7,360","420","6.0","541,365","4,171,396,740","6,940","8,350","6,800","68,822,211,840","0.00","9,350,844",,,
1623,044380,주연테크,"1,260","-25","-2.0","683,518","868,447,055","1,290","1,295","1,250","68,811,232,140","0.00","54,612,089",,,
1624,033200,모아텍,"4,800","-45","-0.9","809","3,943,525","4,900","4,900","4,800","68,789,688,000","0.00","14,331,185",,,
1625,000040,KR모터스,"750","-13","-1.7","766,568","574,310,471","758","768","734","68,745,763,500","0.00","91,661,018",,,
1626,221840,하이즈항공,"3,880","-35","-0.9","15,202","59,103,330","3,925","3,925","3,835","68,661,127,960","0.00","17,696,167",,,
1627,090080,평화산업,"1,250","-20","-1.6","183,517","230,170,040","1,275","1,275","1,250","68,627,823,750","0.00","54,902,259",,,
1628,042940,상지카일룸,"1,490","-50","-3.2","836,127","1,251,216,005","1,535","1,540","1,470","68,600,854,580","0.00","46,040,842",,,
1629,032800,판타지오,"942","57","6.4","2,542,116","2,334,439,138","884","945","873","68,487,114,306","0.00","72,703,943",,,
1630,043650,국순당,"3,825","30","0.8","49,434","187,644,025","3,760","3,830","3,740","68,308,012,800","0.00","17,858,304",,,
1631,069410,엔텔스,"9,900","-80","-0.8","60,064","594,011,550","10,000","10,200","9,740","68,302,347,300","0.00","6,899,227",,,
1632,060260,뉴보텍,"2,040","-85","-4.0","8,083,894","16,298,958,605","2,140","2,140","1,960","68,204,850,000","0.00","33,433,750",,,
1633,219420,링크제니시스,"6,820","-60","-0.9","89,521","614,364,000","6,900","6,970","6,760","68,200,000,000","0.00","10,000,000",,,
1634,000850,화천기공,"31,000","-100","-0.3","1,809","55,996,500","31,000","31,250","30,850","68,200,000,000","0.00","2,200,000",,,
1635,004590,한국가구,"4,535","-40","-0.9","5,853","26,547,120","4,575","4,655","4,470","68,025,000,000","0.00","15,000,000",,,
1636,089790,제이티,"6,580","-20","-0.3","267,610","1,751,641,850","6,630","6,650","6,460","67,876,075,540","0.00","10,315,513",,,
1637,300080,플리토,"13,000","-100","-0.8","38,192","498,975,250","12,950","13,250","12,950","67,727,543,000","0.00","5,209,811",,,
1638,091340,S&K폴리텍,"5,780","-150","-2.5","109,322","635,598,840","5,890","5,910","5,760","67,647,507,380","0.00","11,703,721",,,
1639,083650,비에이치아이,"2,600","90","3.6","315,666","821,367,170","2,435","2,700","2,435","67,600,000,000","0.00","26,000,000",,,
1640,056730,포스링크,"1,460","0","0.0","0","0","0","0","0","67,399,247,280","0.00","46,163,868",,,
1641,119830,아이텍,"6,150","-200","-3.2","162,018","997,478,230","6,370","6,390","6,080","67,324,683,450","0.00","10,947,103",,,
1642,217500,러셀,"2,115","15","0.7","412,785","860,911,810","2,105","2,130","2,050","67,282,380,000","0.00","31,812,000",,,
1643,290120,대유에이피,"6,170","30","0.5","21,782","134,105,200","6,110","6,210","6,110","67,154,280,000","0.00","10,884,000",,,
1644,071970,STX중공업,"2,365","-35","-1.5","130,472","308,446,925","2,400","2,400","2,320","67,085,533,240","0.00","28,365,976",,,
1645,108860,셀바스AI,"3,035","-45","-1.5","207,736","626,938,295","3,060","3,070","2,975","66,939,793,075","0.00","22,055,945",,,
1646,012320,경동인베스트,"28,300","100","0.4","3,362","94,273,650","28,200","28,600","27,900","66,930,150,900","0.00","2,365,023",,,
1647,036480,대성미생물,"17,600","400","2.3","112,225","1,956,622,300","17,350","17,650","17,100","66,880,000,000","0.00","3,800,000",,,
1648,115480,씨유메디칼,"2,905","-60","-2.0","534,612","1,549,238,580","2,960","2,965","2,875","66,870,348,965","0.00","23,019,053",,,
1649,143540,영우디에스피,"1,900","20","1.1","1,660,222","3,091,068,030","1,860","1,920","1,815","66,640,305,500","0.00","35,073,845",,,
1650,092780,동양피스톤,"5,060","0","0.0","95,655","483,409,280","5,020","5,130","5,010","66,632,407,600","0.00","13,168,460",,,
1651,047560,이스트소프트,"6,730","-40","-0.6","16,762","113,031,620","6,770","6,830","6,680","66,622,962,000","0.00","9,899,400",,,
1652,313760,윌링스,"13,700","-200","-1.4","174,850","2,419,403,100","13,900","14,200","13,600","66,609,400,000","0.00","4,862,000",,,
1653,053160,프리엠스,"11,050","500","4.7","510,638","5,377,722,050","10,300","11,050","10,050","66,300,000,000","0.00","6,000,000",,,
1654,065570,삼영이엔씨,"7,520","-460","-5.8","50,693","391,262,830","7,980","8,000","7,500","66,176,000,000","0.00","8,800,000",,,
1655,037370,EG,"8,820","0","0.0","45,176","398,552,460","8,800","8,890","8,720","66,150,000,000","0.00","7,500,000",,,
1656,219750,지티지웰니스,"5,020","-140","-2.7","131,440","659,719,050","5,160","5,160","4,960","65,997,794,420","0.00","13,146,971",,,
1657,106520,디지탈옵틱,"712","-3","-0.4","1,924,413","1,378,650,938","715","734","700","65,992,790,136","0.00","92,686,503",,,
1658,155660,DSR,"4,120","-10","-0.2","57,800","236,975,250","4,115","4,130","4,060","65,920,000,000","0.00","16,000,000",,,
1659,073540,에프알텍,"5,770","170","3.0","443,040","2,477,373,680","5,550","5,770","5,350","65,778,000,000","0.00","11,400,000",,,
1660,006570,대림통상,"4,320","-70","-1.6","5,408","23,589,435","4,415","4,495","4,310","65,772,000,000","0.00","15,225,000",,,
1661,00499K,롯데지주우,"66,500","600","0.9","17,164","1,138,132,700","65,300","67,200","65,300","65,676,929,500","0.00","987,623",,,
1662,037760,쎄니트,"1,940","20","1.0","294,208","561,843,545","1,930","1,955","1,885","65,635,866,740","0.00","33,832,921",,,
1663,277070,린드먼아시아,"4,860","-50","-1.0","19,335","94,274,500","4,910","4,910","4,845","65,610,000,000","0.00","13,500,000",,,
1664,187220,디티앤씨,"5,990","-50","-0.8","22,724","136,807,390","6,000","6,090","5,990","65,599,526,930","0.00","10,951,507",,,
1665,33626L,두산퓨얼셀2우B,"21,850","-400","-1.8","47,078","1,032,358,950","22,550","22,750","21,550","65,250,655,000","0.00","2,986,300",,,
1666,036690,코맥스,"4,350","60","1.4","886,941","3,820,638,325","4,260","4,440","4,105","65,214,186,450","0.00","14,991,767",,,
1667,003010,혜인,"5,120","245","5.0","3,074,807","15,887,964,650","4,930","5,410","4,870","65,089,264,640","0.00","12,712,747",,,
1668,177830,파버나인,"4,970","-130","-2.6","168,656","845,362,480","5,100","5,120","4,970","65,075,947,440","0.00","13,093,752",,,
1669,092460,한라IMS,"5,530","20","0.4","14,640","81,032,260","5,560","5,590","5,500","64,949,728,340","0.00","11,744,978",,,
1670,004140,동방,"1,940","15","0.8","458,914","889,065,415","1,910","1,965","1,905","64,923,240,720","0.00","33,465,588",,,
1671,303360,프로테옴텍,"12,850","-200","-1.5","1,256","16,176,650","13,000","13,250","12,100","64,878,326,450","0.00","5,048,897",,,
1672,039020,이건홀딩스,"2,870","150","5.5","723,784","2,070,783,335","2,865","2,950","2,795","64,818,114,830","0.00","22,584,709",,,
1673,250000,보라티알,"9,600","1,350","16.4","1,510,903","13,944,577,520","8,180","10,000","8,110","64,807,036,800","0.00","6,750,733",,,
1674,093520,매커스,"4,005","0","0.0","88,976","357,064,995","4,050","4,060","3,975","64,733,183,460","0.00","16,163,092",,,
1675,001560,제일연마,"6,470","100","1.6","16,379","104,536,340","6,380","6,470","6,320","64,700,000,000","0.00","10,000,000",,,
1676,031310,아이즈비전,"4,090","-45","-1.1","135,218","556,354,280","4,145","4,165","4,070","64,509,827,660","0.00","15,772,574",,,
1677,041440,에버다임,"3,600","10","0.3","8,209","29,372,845","3,565","3,600","3,565","64,497,398,400","0.00","17,915,944",,,
